,company,url,label
164,nirav modi,https://www.freepressjournal.in/india/ed-grills-ahmed-patel-on-bank-fraud-money-laundering,fraud
165,nirav modi,https://www.freepressjournal.in/india/ed-grills-ahmed-patel-on-bank-fraud-money-laundering,fraud
166,nirav modi,https://www.indiatoday.in/india/story/ed-team-in-london-to-oppose-nirav-modi-bail-application-1520049-2019-05-08,corruption
167,nirav modi,https://www.indiatoday.in/india/story/ed-team-in-london-to-oppose-nirav-modi-bail-application-1520049-2019-05-08,corruption
168,nirav modi,https://www.zee5.com/zee5news/kerala-bar-bribery-case-jose-k-mani-offered-rs-10-crore-to-withdraw-charges-alleges-biju-ramesh/,corruption
169,nirav modi,https://www.zee5.com/zee5news/kerala-bar-bribery-case-jose-k-mani-offered-rs-10-crore-to-withdraw-charges-alleges-biju-ramesh/,corruption
170,nirav modi,https://www.thehindubusinessline.com/markets/pnbs-11400-cr-scam-rattles-jewellery-stocks/article22764550.ece,fraud
171,nirav modi,https://www.thehindubusinessline.com/markets/pnbs-11400-cr-scam-rattles-jewellery-stocks/article22764550.ece,fraud
172,nirav modi,https://www.hindustantimes.com/india-news/from-luxury-apartment-nirav-modi-lands-in-one-of-england-s-most-overcrowded-jails/story-Z8xQGg8MIrAgTNmaKGB35N.html,corruption
173,nirav modi,https://www.hindustantimes.com/india-news/from-luxury-apartment-nirav-modi-lands-in-one-of-england-s-most-overcrowded-jails/story-Z8xQGg8MIrAgTNmaKGB35N.html,corruption
174,nirav modi,https://indianexpress.com/article/business/banking-and-finance/pnb-fraud-case-nirav-modi-new-tech-and-strong-corporate-governance-needed-to-check-frauds-5079387/,corruption
175,nirav modi,https://indianexpress.com/article/business/banking-and-finance/pnb-fraud-case-nirav-modi-new-tech-and-strong-corporate-governance-needed-to-check-frauds-5079387/,corruption
176,nirav modi,https://www.thequint.com/news/india/who-is-liable-to-pay-for-rs-11000-crore-nirav-modi-fraud-at-pnb,fraud
177,nirav modi,https://www.thequint.com/news/india/who-is-liable-to-pay-for-rs-11000-crore-nirav-modi-fraud-at-pnb,fraud
178,nirav modi,https://www.businesstoday.in/current/economy-politics/interpol-issues-red-corner-notice-against-nirav-modi/story/279786.html,corruption
179,nirav modi,https://www.businesstoday.in/current/economy-politics/interpol-issues-red-corner-notice-against-nirav-modi/story/279786.html,corruption
180,nirav modi,https://www.republicworld.com/india-news/politics/allegation-of-extortion-against-assam-pradesh-congress-president-ripun.html,corruption
181,nirav modi,https://www.republicworld.com/india-news/politics/allegation-of-extortion-against-assam-pradesh-congress-president-ripun.html,corruption
182,nirav modi,https://www.indiatoday.in/world/story/nirav-modi-remanded-to-custody-in-uk-prison-until-july-25-1557339-2019-06-27,corruption
183,nirav modi,https://www.indiatoday.in/world/story/nirav-modi-remanded-to-custody-in-uk-prison-until-july-25-1557339-2019-06-27,corruption
184,nirav modi,https://timesofindia.indiatimes.com/city/mumbai/nirav-modis-wife-ami-likely-to-be-named-in-pnb-case/articleshow/66061093.cms,fraud
185,nirav modi,https://timesofindia.indiatimes.com/city/mumbai/nirav-modis-wife-ami-likely-to-be-named-in-pnb-case/articleshow/66061093.cms,fraud
186,nirav modi,https://www.forbes.com/sites/abrambrown/2020/01/08/crimes-without-punishment-how-the-wealthy-before-carlos-ghosn-often-escaped-the-law/,fraud
